song,artist,genre,mood,tempo,energy
盗墓笔记·十年人间,李常超（Lao乾妈）,Mandopop,Chill,Medium,Medium
春庭雪,邓寓君(等什么君),Mandopop,Chill,Medium,Medium
长安姑娘,李常超（Lao乾妈）,Mandopop,Chill,Medium,Medium
牵丝戏,银临、Aki阿杰,Mandopop,Chill,Medium,Medium
琵琶行,奇然、沈谧仁,Mandopop,Chill,Medium,Medium
莫问归期,蒋雪儿Snow.J,Mandopop,Chill,Medium,Medium
折风渡夜,泽国同学,Mandopop,Dark,Medium,High
烟花易冷,周杰伦,Mandopop,Romantic,Medium,Medium
下完这场雨,后弦,Mandopop,Chill,Medium,Medium
叹云兮,鞠婧祎,Mandopop,Chill,Medium,Medium
感谢你曾来过,Ayo97、周思涵,Mandopop,Chill,Medium,Medium
我的天空,南征北战NZBZ,Mandopop,Chill,Medium,Medium
心如止水,Ice Paper,Mandopop,Chill,Medium,Medium
下坠Falling,Corki刘宗鑫,Mandopop,Chill,Medium,Medium
危险派对,王以太、刘至佳,Mandopop,Energetic,Fast,High
向云端,小霞、海洋Bo,Mandopop,Chill,Medium,Medium
飘向北方,尤长靖、那吾克热-NW,Mandopop,Energetic,Fast,High
苦海无涯,白耀坤、法老,Mandopop,Chill,Medium,Medium
苦咖啡·唯一,那奇沃夫、KKECHO,Mandopop,Chill,Medium,Medium
我的美丽,海洋Bo、高睿,Mandopop,Chill,Medium,Medium
不需要挽留(Move On),Mr.16罗隽永、Simyee陈芯怡,Mandopop,Chill,Medium,Medium
心的祈祷,梁龙、郝云、杨嘉松、雷刚、孙永栋、张楚、付豪,Mandopop,Chill,Medium,Medium
无地自容,黑豹乐队,Mandopop,Dark,Medium,High
杀死那个石家庄人,万能青年旅店,Mandopop,Chill,Medium,Medium
假行僧,崔健,Mandopop,Chill,Medium,Medium
新长征路上的摇滚,崔健,Mandopop,Chill,Medium,Medium
烂泥,草东没有派对,Mandopop,Energetic,Fast,High
公路之歌,痛仰乐队,Mandopop,Chill,Medium,Medium
山海,草东没有派对,Mandopop,Energetic,Fast,High
蓝莲花,许巍,Mandopop,Chill,Medium,Medium
大石碎胸口,万能青年旅店,Mandopop,Chill,Medium,Medium
再见杰克,痛仰乐队,Mandopop,Sad,Slow,Low
曾经的你,许巍,Mandopop,Chill,Medium,Medium
Welcome To New York,Taylor Swift,Pop,Romantic,Medium,Medium
exile,Taylor Swift、Bon Iver,Pop,Chill,Medium,Medium
The Fate of Ophelia,Taylor Swift,Pop,Romantic,Medium,Medium
I Knew You Were Trouble,Taylor Swift,Pop,Romantic,Medium,Medium
Look What You Made Me Do,Taylor Swift,Pop,Romantic,Medium,Medium
Opalite,Taylor Swift,Pop,Romantic,Medium,Medium
Starboy,The Weeknd、Daft Punk,Pop,Chill,Medium,Medium
After Hours,The Weeknd,R&B,Romantic,Medium,Medium
One Of The Girls,The Weeknd、JENNIE、Lily-Rose Depp,Pop,Chill,Medium,Medium
Is There Someone Else?,The Weeknd,R&B,Romantic,Medium,Medium
Popular,The Weeknd、Playboi Carti、Madonna,Pop,Chill,Medium,Medium
Love Me Harder,Ariana Grande、The Weeknd,Pop,Romantic,Medium,Medium
Moth To A Flame,Swedish House Mafia、The Weeknd,Pop,Chill,Medium,Medium
Reminder,The Weeknd,R&B,Romantic,Medium,Medium
lovely,Billie Eilish、Khalid,Pop,Romantic,Medium,Medium
bad guy,Billie Eilish、Justin Bieber,Pop,Dark,Medium,High
idontwannabeyouanymore,Billie Eilish,Alternative,Dark,Slow,Medium
BIRDS OF A FEATHER,Billie Eilish,Alternative,Dark,Slow,Medium
Six Feet Under,Billie Eilish,Alternative,Dark,Slow,Medium
you should see me in a crown,Billie Eilish,Alternative,Dark,Slow,Medium
my strange addiction,Billie Eilish,Alternative,Dark,Slow,Medium
Therefore I Am,Billie Eilish,Alternative,Dark,Slow,Medium
WILDFLOWER,Billie Eilish,Alternative,Dark,Slow,Medium
CHIHIRO,Billie Eilish,Alternative,Dark,Slow,Medium
boyfriend,Ariana Grande、Social House,Pop,Chill,Medium,Medium
Bang Bang,Jessie J、Ariana Grande、Nicki Minaj,Pop,Chill,Medium,Medium
Stuck with U,Ariana Grande、Justin Bieber,Pop,Chill,Medium,Medium
Gimme On Up,Ariana Grande、Nicki Minaj,Pop,Chill,Medium,Medium
"thank u, next",Ariana Grande,Pop,Chill,Medium,High
One Last Time+珊瑚海,Ariana Grande,Pop,Chill,Medium,High
Save Your Tears,The Weeknd、Ariana Grande,Pop,Sad,Slow,Low
Die For You,The Weeknd、Ariana Grande,Pop,Chill,Medium,Medium
APT.,ROSÉ、Bruno Mars,Pop,Energetic,Fast,High
Talking to the Moon,Bruno Mars,Pop,Energetic,Fast,High
That's What I Like,Bruno Mars,Pop,Energetic,Fast,High
Uptown Funk,Mark Ronson、Bruno Mars,Pop,Energetic,Fast,High
Runaway Baby,Bruno Mars,Pop,Energetic,Fast,High
Treasure,Bruno Mars,Pop,Energetic,Fast,High
Marry You,Bruno Mars,Pop,Energetic,Fast,High
Leave The Door Open,Bruno Mars、Anderson .Paak、Silk Sonic,Pop,Energetic,Fast,High
Nothin' On You,B.o.B、Bruno Mars,Pop,Energetic,Fast,High
Die With A Smile,Lady Gaga、Bruno Mars,Pop,Energetic,Fast,High
24K Magic,Bruno Mars,Pop,Energetic,Fast,High
Something Just Like This,The Chainsmokers / Coldplay,Pop,Chill,Medium,Medium
Everglow,Coldplay,Rock,Emotional,Slow,Low
Hymn for the Weekend,Coldplay / Beyoncé,Pop,Chill,Medium,Medium
Paradise,Coldplay,Rock,Emotional,Slow,Low
My Universe,Coldplay / BTS,Pop,Chill,Medium,Medium
Daddy,Coldplay,Rock,Emotional,Slow,Low
Let Somebody Go,Coldplay / Selena Gomez,Pop,Chill,Medium,Medium
Something Just Like This,The Chainsmokers、Coldplay,Pop,Chill,Medium,Medium
Hymn For The Weekend,Alan Walker、Coldplay,Pop,Chill,Medium,Medium
Hymn for the Weekend,Coldplay、Beyoncé,Pop,Chill,Medium,Medium
My Universe,Coldplay、BTS (防弹少年团),Mandopop,Energetic,Fast,High
